1182	1	0-20-10-31	MacDonald describes Judaism as having ( or constituting ) a `` group evolutionary strategy '' aimed to limit exogamy , enforce cultural segregation , promote in-group charity and economic cooperation , and regulate in-group marriage and births to achieve high levels of intelligence , resource acquisition ability , parenting care , and group allegiance .
1255	0	55-80-62-118	The championship change has been introduced after Leon Camier clinched the 2009 title with four races to spare , thus introducing a crescendo of competition .
230	0	6-9-7-4	As closely as he could , Arnold took his shots in the same month of the year and from the same altitude and angle as Washburn .
1013	0	4-16-9-55	The site offers tools , tutorials and phone support to support users and help them in reaching their goals .
1273	0	9-69-47-23	The 92nd Congress , in proposing the ERA , had set a seven-year time limit for its ratification , which meant that the ERA had to be ratified by 38 states by March 22 , 1979 in order for it to become part of the Constitution .
1063	0	4-80-10-123	The album debuted at number eight on the Billboard 200 and sold nearly 65 , 000 copies in its first week of sales , nearly doubling the first week sales of Ashes of the Wake .
1119	0	48-157-130-167	The 86th Academy Awards ceremony is an upcoming event during which the Academy of Motion Picture Arts and Sciences ( AMPAS ) will present its annual Academy Awards to honor the best films of 2013 in the United States .
570	0	6-10-8-13	He read from it : `` We then photographed the individual prior to handing him over to ensure that if the Afghan National Police did assault him , as had happened in the past , that we would have a visual record of his condition . ''
569	0	7-11-8-13	`` She is recovering well , '' Clifford told The Associated Press after speaking by telephone to Boyle 's two brothers .
1049	0	0-17-3-35	He had eight top-tens and a pole , finishing eighteenth in points despite only running 30 races .
1398	0	0-11-3-25	He made 49 appearances , scoring 4 goals , before moving to Chesterfield F .
1244	0	4-36-11-158	The player uses a vulcan-like laser weapon as their primary offense , and a missile weapon which can lock onto multiple targets and gain a combo multiplier , accumulating into a point total .
1247	1	0-17-8-29	Critics see life coaching as akin to psychotherapy but without restrictions , oversight , regulation , or established ethical policies .
567	0	0-12-9-18	Davis , the McCain campaign manager , last week defended his long association with the Homeownership Alliance , saying he served as `` the public face of an organization that promoted homeownership . ''
1243	0	0-18-8-62	Babbage began his exploration of South Australia in 1856 when sent to search for gold up to the Flinders Ranges , Babbage also discovered that Lake Eyre ( sighted by Edward John Eyre in 1840 ) actually consisted of a large northern and a smaller southern lake .
1010	0	81-97-92-104	Evidently , if there is clearly no consensus for a policy , DreamGuy thinks that you should edit war to prevent any changes whatsoever attempting to work towards a consensus .
595	0	24-28-26-30	She said Raul Castro , 76 , `` is helping us a lot ... not only because I 'm his daughter , but because I 've earned his respect by working at my job carefully . ''
1318	0	11-36-19-117	West coast sailors walked off their ships in support of the International Longshoremen 's Association longshoremen , leaving more than 50 ships idle in the San Francisco harbor .
396	0	6-13-11-15	Back in the 1960s , John Lewis risked his life and endured savage beatings to secure fundamental rights for black Americans while right-wing Republicans like Barry Goldwater and Ronald Reagan were lining up with segregationist Democrats to oppose landmark civil rights legislation .
308	0	0-3-2-17	Carlyle has distinguished itself from competitors like Kohlberg Kravis Roberts and Donaldson , Lufkin & Jenrette by branding its name on its fourteen investment funds , as Fidelity does with mutual funds .
614	1	29-32-30-34	Indonesia will register an exact number of all islands with the United Nation by 2012 for the international recognition , complete with names for each island , the Jakarta Globe quoted a minister as saying on Thursday .
248	0	8-13-10-15	Media in Puerto Rico reported the girl 's family was taking the Carnival cruise to celebrate her 15th birthday .
1380	0	0-16-2-28	I spent quite a bit of time looking for this , but the only thing that turned up was an unreliable source and in Russian .
1266	0	0-32-19-93	Regan subsequently joined Notts county on a short term loan deal on 23 February 2011 , after failing to establish himself in the first team under new manager Dave Penney .
1093	0	0-26-13-103	MLS has also had a steady pattern of expansion , much of which comes from promoted lower-level teams , negating the need for relegation .
1347	0	140-153-149-161	There are currently efforts at multiple laboratories to engineer such plants with genes from bacteria that metabolize organic mercury ( the bacteria use this to salvage hydrocarbons ) .
542	0	17-23-22-25	In a recent survey conducted by Zagat and liquor giant Diageo , 58 percent of Americans said they would be willing to pay more to have a cocktail made with premium , `` top-shelf '' brands , even during an economic downturn .
229	0	0-11-10-13	Zuloaga , owner of the TV channel Globovision , is facing charges for making what prosecutors consider false and `` offensive '' remarks about Chavez at an Inter American Press Association meeting in Aruba .
1230	0	4-48-39-92	But Clarke , in just his second over , took two wickets in consecutive balls to be on a hat-trick .
416	0	14-18-15-26	Although he was crushed in the general election that year , Arizona 's Barry Goldwater wrested the Republican Party from its Midwest and Eastern roots , starting a realignment that eventually turned the GOP into the party of Ronald Reagan , the Sunbelt and the South .
1434	0	0-14-3-41	He marked his accession to the throne by founding the new era called Chalukya Vikram Era .
1030	1	74-133-123-169	In relation with the arthropod head problem , phylogeny studies show that members of the Malacostraca class of crustaceans have five segments in the cephalon , when not fused with the thorax to form a cephalothorax .
1115	0	58-91-64-185	In 1992 , based on the ancient theories of yin and yang , Zhang extrapolated his universal law of motion according to which all objects or matter can subdivide into 'Yin ' or 'Yang ' , predicting anything or act which contravened it would bring eventual disaster .
275	0	15-19-16-25	During his schedule presentation to advertisers in New York last week , ABC 's Steve McPherson launched an impassioned defense of the pilot-based approach , calling it `` the R&D of our business . ''
572	0	1-8-7-9	The airline , he said , was having trouble getting enough planes and crews to JFK to handle to handle the flights , in part because of federal regulations limiting pilot work hours .
1258	0	22-55-46-106	New York 's ProJect X Magazine and Ernie Glam flew the Twins and friend Shava Slander back to New York to part take in the first ever club kid Style Summit in 1993 .
1102	0	58-102-63-118	On December 2 , 2011 , the El Dorado High School football team defeated the Lake Hamilton High School Wolves 24-20 to win their third AAAAAA State Championship in 3 many years .
382	0	12-17-15-19	After the California Supreme Court 's ruling in May , the talk-show host , who opens her show by dancing with the audience , announced that she and de Rossi would wed after four years together .
1278	0	0-27-12-42	Readers can draw their own conclusions by seeing what happened to Yummy .
375	1	24-29-27-31	Sen Barbara Boxer , D-Calif , the chair of the Senate Environment and Public Works Committee , hailed Warner 's announcement as a groundbreaking move that could convince other Republicans to support a climate change bill .
457	1	20-23-22-25	Bernama quoted Joseph Wan Raja as saying not all members of the tribe were in favor of the blockade as it also prevented them from getting food and other supplies .
1250	0	0-19-8-44	You 're deleting a lot of hard work without letting me argue my side .
539	1	3-31-27-37	In fact , aides to Boxer , the liberal California Democrat who is a top Republican target as she seeks a fourth Senate term , had been calling Obama 's political advisers since early last year to get the president 's commitment to come out west for at least two fundraisers , in Northern and Southern California , like Bill Clinton did when he was president .
1099	1	100-126-118-161	When Frank , Jack , and Jennifer get to the destination , Frank pursues Holli on the casino , while Jack and Jennifer put Doc Whiskers back together after being popped by Holli 's pen .
1167	0	0-21-12-44	Stewart had used the break in the action to effect rudimentary repairs to his battered ship and , with the agreement of his officers , determined to abandon the other ships and escape alone .
1021	0	6-24-14-54	Vince McMahon found his way into the angle , at first berating Lesnar , who had involved himself in McMahon 's rivalry with Zach Gowen , for losing to Angle .
408	0	11-15-13-22	Dita Angara-Mathay , MECO 's director of commercial affairs , said Ancku is planning further investment of another US$ 100 million to build a blast furnace in the Philippines .
