1186	0	8-30-10-44	Comment I find only locl news coverage when searching google news .
1379	1	0-15-8-34	It does have a hotel , though not attached to the main casino .
1170	0	0-11-3-19	He led the team in scoring that season .
1171	0	0-32-9-84	They had won twice the regional championship of the football federation of Pieria , gaining a place in Delta Ethniki ; once in 1993-94 and again in 2008-09 .
444	0	17-20-19-22	`` Following the NSG statement which enables civil nuclear cooperation by NSG members with India , the government is taking steps to realise commercial cooperation with foreign partners , '' Sarna said .
268	1	2-4-3-20	Carnival Cruise Lines diverted one of its ships to a Mexican port instead of Montego Bay , Jamaica , to avoid the storm , company spokesman Vance Gulliksen said .
1092	0	28-60-37-0	Purchased from bankruptcy , it never regained the technical traction needed to make further progress .
1146	0	81-110-95-122	I am sorry , because I can tell this is something you are passionate about , but you should be directing that energy into gaining support for your ideas from the people that matter ( venture capitalists , politicians and the media ) .
455	1	3-8-5-10	Utah Gov. Jon Huntsman is using an interstate compact to block the waste from coming to his state if EnergySolutions ' application is approved .
1209	0	59-68-64-75	In practice , some people find annotations elegant , while they see XML as verbose , ugly and hard to maintain , yet others find annotations pollute the POJO model .
1221	0	9-24-17-68	A gentle current brings oxygen and dissolved nutrients , while also moving pollutants out of the system .
253	0	27-32-30-37	Raul Castro , who took over the presidency from his brother in 2006 , thanked his hosts for a `` very enjoyable afternoon , '' and said he hoped to have more time on another occasion to come and talk about `` the Hebrew community in Cuba and the fabulous history of the Hebrew people . ''
238	0	4-7-5-18	Reigning Olympic champion Yevgeny Plushenko got his campaign for the Vancouver Games off to a strong start by leading the short programme at the Rostelecom Cup , the Russian leg of the ISU Grand Prix series here on Friday .
488	0	12-18-16-20	Standing on the Jacksonville sideline on Dec. 10 , he watched as poor tackling and ennui undid the Colts , creating the gaping holes that allowed the Jaguars to rush for 375 yards in a 44-17 victory that Colts defensive end Robert Mathis described this week as one of the most embarrassing games of his career .
354	0	2-8-4-16	George W. Bush formally named the first US envoy to the OIC in February 2008 , appointing Texas entrepreneur Sada Cumber .
1167	0	0-21-12-44	Stewart had used the break in the action to effect rudimentary repairs to his battered ship and , with the agreement of his officers , determined to abandon the other ships and escape alone .
1335	1	4-25-14-42	The Officials blamed the Provisionals for starting the confrontation with troops and then leaving them to fight alone against overwhelming odds , resulting in the loss of much of their weaponry .
1144	0	0-22-8-55	Slocumb built Vermont House in the 1790s shortly after moving to Shelburne , Vermont .
